"OID","Name","ClassName","ClassID","Mfg","PartNumber","ParentPartOID","Note","BOM"
"549","300.0","Drawer Slide","13",,,"548",,"False"
"550","350.0","Drawer Slide","13",,,"548",,"False"
"551","400.0","Drawer Slide","13",,,"548",,"False"
"552","450.0","Drawer Slide","13",,,"548",,"False"
"553","500.0","Drawer Slide","13",,,"548",,"False"
"554","63.0","Drawer Front","26",,,"548",,"False"
"555","101.0","Drawer Front","26",,,"548",,"False"
"556","148.0","Drawer Front","26",,,"548",,"False"
"557","Blum Antaro","Drawer Slide System","25",,,"0",,"False"
"558","270.0","Drawer Slide","13",,,"557",,"False"
"559","300.0","Drawer Slide","13",,,"557",,"False"
"560","350.0","Drawer Slide","13",,,"557",,"False"
"561","400.0","Drawer Slide","13",,,"557",,"False"
"562","450.0","Drawer Slide","13",,,"557",,"False"
"563","500.0","Drawer Slide","13",,,"557",,"False"
"564","550.0","Drawer Slide","13",,,"557",,"False"
"565","600.0","Drawer Slide","13",,,"557",,"False"
"566","650.0","Drawer Slide","13",,,"557",,"False"
"567","116.0","Drawer Front","26",,,"557",,"False"
"568","167.0","Drawer Front","26",,,"557",,"False"
"569","199.0","Drawer Front","26",,,"557",,"False"
"570","69.0","Drawer Front","26",,,"557",,"False"
"571","84.0","Drawer Front","26",,,"557",,"False"
"572","116.0","Drawer Back","29",,,"46",,"False"
"573","167.0","Drawer Back","29",,,"557",,"False"
"574","199.0","Drawer Back","29",,,"557",,"False"
"575","69.0","Drawer Back","29",,,"557",,"False"
"576","84.0","Drawer Back","29",,,"557",,"False"
"577","Blum Aventos HK-S","Drawer Slide System","25",,,"0",,"False"
"578","200.0","Drawer Slide","13",,,"577",,"False"
"579","0.0","Drawer Front","26",,,"577",,"False"
"580","101.0","Drawer Front","26",,,"440",,"False"
"581","101.0","Drawer Back","29",,,"440",,"False"
"582","39.0","Drawer Front","26",,,"440",,"False"
"583","39.0","Drawer Back","29",,,"440",,"False"
"584","Blum Movento 766H","Drawer Slide System","25",,,"0",,"False"
"585","450.0","Drawer Slide","13",,,"584",,"False"
"586","500.0","Drawer Slide","13",,,"584",,"False"
"587","520.0","Drawer Slide","13",,,"584",,"False"
"588","550.0","Drawer Slide","13",,,"584",,"False"
"589","600.0","Drawer Slide","13",,,"584",,"False"
"590","580.0","Drawer Slide","13",,,"584",,"False"
"591","650.0","Drawer Slide","13",,,"584",,"False"
"592","700.0","Drawer Slide","13",,,"584",,"False"
"593","750.0","Drawer Slide","13",,,"584",,"False"
"594","Hettich AvanTech","Drawer Slide System","25",,,"0",,"False"
"595","270.0","Drawer Slide","13",,,"594",,"False"
"596","300.0","Drawer Slide","13",,,"594",,"False"
"597","350.0","Drawer Slide","13",,,"594",,"False"
"598","400.0","Drawer Slide","13",,,"594",,"False"
"599","450.0","Drawer Slide","13",,,"594",,"False"
"600","500.0","Drawer Slide","13",,,"594",,"False"
"601","550.0","Drawer Slide","13",,,"594",,"False"
"602","600.0","Drawer Slide","13",,,"594",,"False"
"603","650.0","Drawer Slide","13",,,"594",,"False"
"604","54.0","Drawer Front","26",,,"594",,"False"
"605","92.0","Drawer Front","26",,,"594",,"False"
"606","140.5","Drawer Front","26",,,"594",,"False"
"607","204.5","Drawer Front","26",,,"594",,"False"
"608","204.5","Drawer Back","29",,,"594",,"False"
"609","140.5","Drawer Back","29",,,"594",,"False"
"610","92.0","Drawer Back","29",,,"594",,"False"
"611","54.0","Drawer Back","29",,,"594",,"False"
"613","KV Smart Slide","Drawer Slide System","25",,,"0",,"False"
"614","12.0","Drawer Slide","13",,,"613",,"False"
"615","15.0","Drawer Slide","13",,,"613",,"False"
"616","18.0","Drawer Slide","13",,,"613",,"False"
"617","21.0","Drawer Slide","13",,,"613",,"False"
"618","KV Smart Slide","Drawer Slide System","25",,,"0",,"False"
"619","12.0","Drawer Slide","13",,,"618",,"False"
"620","15.0","Drawer Slide","13",,,"618",,"False"
"621","18.0","Drawer Slide","13",,,"618",,"False"
"622","21.0","Drawer Slide","13",,,"618",,"False"
"623","Peanut","Line Pattern","34",,,"0",,"False"
"624","Peanut 1","Connector","36",,,"0",,"False"
"625",,"Connector Instance","37",,,"0",,"False"
"626","Peanut 2","Connector","36",,,"0",,"False"
"627",,"Connector Instance","37",,,"0",,"False"
"628","Peanut 3","Connector","36",,,"0",,"False"
"629",,"Connector Instance","37",,,"0",,"False"
"630","Grass Dynapro","Drawer Slide System","25",,,"0",,"False"
"631","250.0","Drawer Slide","13",,,"630",,"False"
"632","300.0","Drawer Slide","13",,,"630",,"False"
"633","350.0","Drawer Slide","13",,,"630",,"False"
"634","400.0","Drawer Slide","13",,,"630",,"False"
"635","450.0","Drawer Slide","13",,,"630",,"False"
"636","500.0","Drawer Slide","13",,,"630",,"False"
"637","550.0","Drawer Slide","13",,,"630",,"False"
"638","600.0","Drawer Slide","13",,,"630",,"False"
"639","Domino 13","Connector","36",,,"0",,"False"
"640","Domino 19","Connector","36",,,"0",,"False"
"641","Domino 23","Connector","36",,,"0",,"False"
"642","Domino 4x13","Line Pattern","34",,"Domino 4x13mm","0",,"False"
"643","Domino 4x19","Line Pattern","34",,"Domino 4x19mm","0",,"False"
"644","Domino 4x23","Line Pattern","34",,"Domino 4x23mm","0",,"False"
"645","Domino 5x13","Line Pattern","34",,"Domino 5x13mm","0",,"False"
"646","Domino 5x19","Line Pattern","34",,"Domino 5x19mm","0",,"False"
"647","Domino 5x23","Line Pattern","34",,"Domino 5x23mm","0",,"False"
"648","Domino 6x13","Line Pattern","34",,"Domino 6x13mm","0",,"False"
"649","Domino 6x23","Line Pattern","34",,"Domino 6x23mm","0",,"False"
"650","Domino 6x19","Line Pattern","34",,"Domino 6x19mm","0",,"False"
"651","","Connector Instance","37",,,"0",,"False"
"652","","Connector Instance","37",,,"0",,"False"
"653","","Connector Instance","37",,,"0",,"False"
"654","","Connector Instance","37",,,"0",,"False"
"655","","Connector Instance","37",,,"0",,"False"
"656","","Connector Instance","37",,,"0",,"False"
"657","","Connector Instance","37",,,"0",,"False"
"658","","Connector Instance","37",,,"0",,"False"
"659","","Connector Instance","37",,,"0",,"False"
"660","Hettich Quadro V6 Imperial","Drawer Slide System","25",,,"0",,"False"
"661","9.0","Drawer Slide","13",,,"660",,"False"
"662","12.0","Drawer Slide","13",,,"660",,"False"
"663","15.0","Drawer Slide","13",,,"660",,"False"
"664","18.0","Drawer Slide","13",,,"660",,"False"
"665","21.0","Drawer Slide","13",,,"660",,"False"
"666","24.0","Drawer Slide","13",,,"660",,"False"
"667","Horizontal Hinge Clip","Door Hinge Clip","15",,,"0",,"False"
"668","Hafele Matrix P50-92","Drawer Slide System","25",,,"0",,"False"
"669","270.0","Drawer Slide","13",,,"668",,"False"
"670","300.0","Drawer Slide","13",,,"668",,"False"
"671","350.0","Drawer Slide","13",,,"668",,"False"
"672","400.0","Drawer Slide","13",,,"668",,"False"
"673","450.0","Drawer Slide","13",,,"668",,"False"
"674","500.0","Drawer Slide","13",,,"668",,"False"
"675","550.0","Drawer Slide","13",,,"668",,"False"
"676","600.0","Drawer Slide","13",,,"668",,"False"
"677","650.0","Drawer Slide","13",,,"668",,"False"
"678","92.0","Drawer Back","29",,,"668",,"False"
"679","92.0","Drawer Front","26",,,"668",,"False"
"680","Hafele Matrix P50-157 Ext Sides","Drawer Slide System","25",,,"0",,"False"
"681","270.0","Drawer Slide","13",,,"680",,"False"
"682","300.0","Drawer Slide","13",,,"680",,"False"
"683","350.0","Drawer Slide","13",,,"680",,"False"
"684","400.0","Drawer Slide","13",,,"680",,"False"
"685","450.0","Drawer Slide","13",,,"680",,"False"
"686","500.0","Drawer Slide","13",,,"680",,"False"
"687","550.0","Drawer Slide","13",,,"680",,"False"
"688","600.0","Drawer Slide","13",,,"680",,"False"
"689","650.0","Drawer Slide","13",,,"680",,"False"
"690","92.0","Drawer Back","29",,,"680",,"False"
"691","92.0","Drawer Front","26",,,"680",,"False"
"693","Salice Futura A7555","Drawer Slide System","25",,,"0",,"False"
"704","305.0","Drawer Slide","13",,,"693",,"False"
"705","381.0","Drawer Slide","13",,,"693",,"False"
"706","457.0","Drawer Slide","13",,,"693",,"False"
"707","533.0","Drawer Slide","13",,,"693",,"False"
"708","229.0","Drawer Slide","13",,,"693",,"False"
"709","229.0","Drawer Bottom","30",,,"693",,"False"
"710","Axilo round","Carcass Deck","31",,,"0",,"False"
"754","Accuride C9301","Drawer Slide System","25",,,"0",,"False"
"755","22.0","Drawer Slide","13",,,"754",,"False"
"756","24.0","Drawer Slide","13",,,"754",,"False"
"757","26.0","Drawer Slide","13",,,"754",,"False"
"758","28.0","Drawer Slide","13",,,"754",,"False"
"759","18.0","Drawer Slide","13",,,"754",,"False"
"760","20.0","Drawer Slide","13",,,"754",,"False"
"761","22.0","Drawer Side","32",,,"754",,"False"
"762","18.0","Drawer Side","32",,,"754",,"False"
"763","20.0","Drawer Side","32",,,"754",,"False"
"764","24.0","Drawer Side","32",,,"754",,"False"
"765","26.0","Drawer Side","32",,,"754",,"False"
"766","28.0","Drawer Side","32",,,"754",,"False"
"767","16.0","Drawer Slide","13",,,"754",,"False"
"768","16.0","Drawer Side","32",,,"754",,"False"
"769","192-252","Handle","33",,,"0",,"False"
"770","96-108","Handle","33",,,"0",,"False"
